pattern,school,item_id,item_name,stored_label,stored_grade,correct_subject_dim,correct_grade_dim,session,standards_majority_family,n_rows,standards_sample
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8217188853,Module 5 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8218515644,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8221051747,M5W1 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8225875584,Unit 6 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8226054659,M5W1 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8226189913,Module 5 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8227640787,M5W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8229069938,"Final Northeast, Southeast, and Midwest Exam",Social Studies,Grade 3,Social Studies,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8229069948,"Final Northeast, Southeast, and Midwest Exam",Social Studies,Grade 3,Social Studies,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8236900913,M5W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8236972720,Quiz 1,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8237170511,Vocab Quiz M5W3,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8237233326,Module 5 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8237253021,Module 5 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8246259769,Module 5 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8247514543,World History Quiz 2,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8247538581,Vocab Quiz M5W3,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8247747860,Module 5 Week 3 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8257424520,World History Quiz 3,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8257435517,Quiz 2,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8257448535,Quiz 2,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8258565097,M6W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8260964566,6.1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8261612917,6.1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8263242066,6.1 Phonics Review,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8263260435,Unit 7 Lesson 2 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8264924074,Unit 7 Lesson 2 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8264968178,M6W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8265031585,Unit 7 Lesson 2 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8265152991,Module 6 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8265249064,Module 6 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8273926376,M6w2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8275906019,Unit 7 Lesson 5 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8276527893,Unit 7 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8279391756,M7W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8282395267,Unit 7 Lesson 5 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8282887686,Unit 7 Lesson 5 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8287502207,Module 7 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8292962635,M7W1 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8293064486,M7W1 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8293171753,Module 7 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8293643260,Module 7 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8294794366,M7W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8294921513,Final-West and Southwest Regions States and Capitals,Social Studies,Grade 3,Social Studies,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8298693160,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8310896090,Final-West and Southwest Regions States and Capitals,Social Studies,Grade 3,Social Studies,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8317180423,M7W3 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8318959140,Module 7 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8318979330,M7W2 vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8319114247,M7W2 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8319331982,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8324893965,Money Test,Math,Grade K,Math,Grade K,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8325089229,FSSA Practice Test p. 79-88 (4th grade book),Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8325105142,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8325375519,Money Test,Math,Grade K,Math,Grade K,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8325958880,M7W3 Vocab quiz,ELA,Grade 5,ELA,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8325969043,Money Test,Math,Grade K,Math,Grade K,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8327381867,M7W3 Vocabulary Quiz,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8327522063,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8327905248,Quarter 4 Quiz 1,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8334327109,Sc Quiz Week 1 FSA Review,Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8336110460,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8336191844,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8336749106,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8336783158,Classwork End of Year Test,Math,Grade 1,Math,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8337780368,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8338541701,FSSA Practice Test p. 79-88 (4th grade book),Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8341160826,Unit 9 Lesson 1 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8341769546,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8344760282,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8344783376,SC Quiz Week #2 FSA Review,Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8345033619,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8346484076,Classwork End of Year Test,Math,Grade 1,Math,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8346485244,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8348080515,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8350374285,Unit 9 Lesson 3 Quiz,Science,Grade 1,Science,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8351403526,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8351537358,Sc Quiz Week 1 FSA Review,Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8352555923,Civics Final Amendments Quiz,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8352608363,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8352740777,World History Weekly Quiz,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8353067732,Quarter 4 Quiz 2,History,Grade 7,History,Grade 7,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8354911352,FAST STAR Reading Practice Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8355502810,FAST STAR Reading Practice Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8356534058,"Weekly Math quiz # 5 (volume of composite figures, exponents, interpret remainders, add, subtract, multiply, divide decimals)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8356546341,Science Quiz Week 3 FSSA Review,Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8356554433,Time,Math,Grade K,Math,Grade K,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8357154937,Time,Math,Grade K,Math,Grade K,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8357183954,Time,Math,Grade K,Math,Grade K,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8358359176,FAST STAR Reading Practice Assessment,ELA,Grade 1,ELA,Grade 1,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8359929652,Civics Supreme Court Cases Quiz,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8359937643,World History Weekly Quiz 2,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8360344233,"Weekly Math Quiz #4 (add/subtract fractions with unlike denominators, plot points, identify the rule)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8360651191,SC Quiz Week #2 FSA Review,Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8363033309,PM3 Practice Reading/ELA Test Part 1,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8365066597,Practice PM3 Test Session 1,Math,Grade 3,Math,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8365847571,PM3 Practice Test Part 1,ELA,Grade 3,ELA,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8368658997,Practice PM3 Test Session 1,Math,Grade 3,Math,Grade 3,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8368732914,"Weekly Math quiz # 5 (volume of composite figures, exponents, interpret remainders, add, subtract, multiply, divide decimals)",Math,Grade 5,Math,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8368737293,Science Quiz Week 3 FSSA Review,Science,Grade 5,Science,Grade 5,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8370107883,Influential documents quiz,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8370131136,World History Weekly Quiz 3,History,Grade 6,History,Grade 6,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8378549549,Final Quiz,Civics,Grade 8,Civics,Grade 8,2025-26,,0,
no_standards_coverage_gap,Athenian Academy of Technology and the Arts,8378655710,Module 8 Week 2 Vocabulary Quiz,ELA,Grade 2,ELA,Grade 2,2025-26,,0,
no_standards_coverage_gap,Central Florida Preparatory School,8203499258,Investigation Assessment 2: Forces,HS Physics,Higher-Ed,HS Physics,Higher-Ed,2025-26,,0,
no_standards_coverage_gap,Central Florida Preparatory School,8272404145,Topic 4: Earth's Surface Systems,Science,Grade 6,Science,Grade 6,2025-26,,0,
no_standards_coverage_gap,Central Florida Preparatory School,8272404615,Topic 4: Earth's Surface Systems,Science,Grade 6,Science,Grade 6,2025-26,,0,
