school,subject_id,item_name,category,question_no,n_items,n_text_sets,legacy_sorting_qno_values,n_texts_in_cqso,verdict
Athenian Academy of Technology and the Arts,00177777a0e7d64081d079df3f05aa2549c52671b6a32d13b2355dd37d7f04b9,7.2 Grammar Review,parallel_sections_same_date,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,2,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,3,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,4,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,7,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,9,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,10,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,11,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,12,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,13,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,14,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,15,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,16,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,17,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,18,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,19,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,20,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,parallel_sections_different_dates,21,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,afa8799c75ac18bba5458452bf828c8567c17bdfd1348c94f80aebe7811c6861,Module Assessment: Look Around and Explore!,parallel_sections_different_dates,17,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,5,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,6,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,7,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,9,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,10,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,16,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,17,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,18,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,19,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,20,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,b1911472445866973ef70d2395284f6a5f8446801eea33b29baf93fe39536e54,Module Assessment: Nice to Meet You!,parallel_sections_different_dates,21,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Module Assessment: There's Only One Me!,parallel_sections_different_dates,1,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Module Assessment: There's Only One Me!,parallel_sections_different_dates,2,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Module Assessment: There's Only One Me!,parallel_sections_different_dates,3,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Module Assessment: There's Only One Me!,parallel_sections_different_dates,4,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Module Assessment: There's Only One Me!,parallel_sections_different_dates,5,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,d7c57311b3d59d16a0957ff14b1b6c54eacc2af3dd91b10bd5c38cd480835cf3,Module Assessment: There's Only One Me!,parallel_sections_different_dates,6,3,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,f41dfd019f5ee93c2ec3e042a432bc4e3c4a821f91ad4f2d84e74e4bd6d38af1,Rise to the Occasion: Weekly Assessment: Week 1,parallel_sections_same_date,8,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
Crestwell School,711f58b783d9302b0ae638d71032a5a9a38c3dcd89edfca11b9c9bf3345c5347,Rise to the Occasion: Weekly Assessment: Week 2,parallel_sections_different_dates,1,2,2,1,2,legacy tableEx groups ONLY by Sorting Question_No; questionDax=FIRSTNONBLANK(Question); grade=AVG(Grade_Average) -> legacy blended identically
