issue_class,school,session,item_id,item_name,standard_code,identifier,detail,n_rows
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002533977,Quiz #1,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002526684,Quiz #1,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016559819,Quiz 2,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8193552811,Quiz 1,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8043741105,Quiz 4,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016572178,Quiz 2,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8126292235,Quiz 2,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8193578592,World History Quiz 1,,,History / Grade 6 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8193592968,U.S. History Quiz 1,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8055258121,Quiz 4,,,Civics / Grade 8 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016821134,U.S. History Quiz 2,,,History / Grade 7 — 0 of 5 questions mapped,5
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8282395267,Unit 7 Lesson 5 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,7983138821,Unit 1 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002561096,Unit 1 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002668697,Unit 1 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8004511442,Unit 1 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016577944,Unit 1 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8017008706,Unit 1 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8025973536,Unit 1 Lesson 5 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8026325899,Unit 1 Lesson 5 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8026544743,Unit 1 Lesson 5 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8046439423,Unit 2 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8047224518,Unit 2 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8053233585,Unit 2 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8057432855,Unit 2 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8064290999,Unit 2 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8064482757,Unit 2 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8077435954,Unit 3 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8085438535,Unit 3 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8085622108,Unit 3 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093409216,Unit 3 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093432994,Unit 3 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093638773,Unit 3 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8137414023,Unit 4 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8146497016,Unit 4 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8148036226,Unit 4 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8151217577,Unit 4 Lesson 4 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8153309986,Unit 4 Lesson 4 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8157479026,Unit 4 Lesson 4 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8177199775,Unit 5 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8183614071,Unit 5 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8189851197,Unit 5 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8211729995,Unit 6 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8218515644,Unit 6 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8225875584,Unit 6 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8260964566,6.1 Phonics Review,,,ELA / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8261612917,6.1 Phonics Review,,,ELA / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8263242066,6.1 Phonics Review,,,ELA / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8263260435,Unit 7 Lesson 2 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8264924074,Unit 7 Lesson 2 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8265031585,Unit 7 Lesson 2 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8275906019,Unit 7 Lesson 5 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8276527893,Unit 7 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8282887686,Unit 7 Lesson 5 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8293064486,M7W1 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8336749106,Unit 9 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8337780368,Unit 9 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8341160826,Unit 9 Lesson 1 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8345033619,Unit 9 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8346485244,Unit 9 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8350374285,Unit 9 Lesson 3 Quiz,,,Science / Grade 1 — 0 of 4 questions mapped,4
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8229069948,"Final Northeast, Southeast, and Midwest Exam",,,Social Studies / Grade 3 — 0 of 3 questions mapped,3
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8229069938,"Final Northeast, Southeast, and Midwest Exam",,,Social Studies / Grade 3 — 0 of 3 questions mapped,3
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8293643260,Module 7 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8293171753,Module 7 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8336110460,Module 8 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8216822379,Module 5 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8294921513,Final-West and Southwest Regions States and Capitals,,,Social Studies / Grade 3 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8287502207,Module 7 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8265249064,Module 6 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8265152991,Module 6 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8348080515,Module 8 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8247747860,Module 5 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8352608363,Module 8 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8246259769,Module 5 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8237253021,Module 5 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8237233326,Module 5 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8226189913,Module 5 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8217188853,Module 5 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8192621580,Module 4 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8190679243,Module 4 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8378655710,Module 8 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8135051604,Module 4 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8130355312,Module 4 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8129915559,Module 4 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8116266523,Module 3 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8110327370,Module 3 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8107847778,Module 3 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8104525784,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8104228865,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8097502483,Module 3 Meet in the Middle Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093858365,Module 3 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093668904,Module 3 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093612696,Module 3 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8074632081,Module 2 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8068323186,Module 2 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8066821818,Module 2 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8065959699,Module 2 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8065628761,Module 2 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8049469169,Module 2 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8049326463,Module 2 Week 1 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8030780280,Module 1 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8030677985,Module 1 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8019853921,Module 1 Week 3 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016838893,Module 1 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016288394,Module 1 Week 1 Vocabulary,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8005896485,Module 1 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8005770134,Module 1 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002495741,M1W1 Critical Vocabulary Quiz (8/29),,,ELA / Grade 4 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8002444006,Module 1 Week 1 Vocabulary,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,7986398991,Module 1 Week 1 Vocabulary,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,7961702243,Module 1 Week 1 Vocabulary,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8318959140,Module 7 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8310896090,Final-West and Southwest Regions States and Capitals,,,Social Studies / Grade 3 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8298693160,Module 7 Week 2 Vocabulary Quiz,,,ELA / Grade 2 — 0 of 2 questions mapped,2
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8258565097,M6W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,7998507820,CW - M1W1 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8318979330,M7W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,7973108537,M1W1 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8317180423,M7W3 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8154558077,M4W3 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8192873294,M4W3 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8194198134,M4W3  Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8292962635,M7W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8325958880,M7W3 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8221051747,M5W1 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8226054659,M5W1 Vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8227640787,M5W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8327381867,M7W3 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8279391756,M7W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8273926376,M6w2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8294794366,M7W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8236900913,M5W2 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8237170511,Vocab Quiz M5W3,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8247538581,Vocab Quiz M5W3,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8264968178,M6W1 vocab quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8116071906,M3W3 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8107224032,M3W3 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8104180371,M3W2 Vocab,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8095408985,M3W2 Vocab,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8126575277,M4W1 Vocabulary Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8133006059,M4W1 Vocabulary Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8093554844,M3W1 Vocab,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8086855969,M3W1 Vocab,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8133500452,M4W2 Vocabulary Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8074628569,M2W3 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8065962317,M2W2 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8057645223,M2W3 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8057644154,M2W2 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8055416739,M2W1 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8046218909,M2W1 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8030435267,M1W3 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8019069618,M1W3 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8018787494,M1W3 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016724503,M1W2 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8016562092,M1W2 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8014008298,M1W2 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8150096175,M4W2 Vocabulary Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8319114247,M7W2 Vocabulary Quiz,,,ELA / Grade 3 — 0 of 1 questions mapped,1
item_zero_mapping,Athenian Academy of Technology and the Arts,2025-26,8000145024,M1W1 Vocab Quiz,,,ELA / Grade 5 — 0 of 1 questions mapped,1
item_zero_mapping,Central Florida Preparatory School,2025-26,8203499258,Investigation Assessment 2: Forces,,,Science / Higher-Ed — 0 of 15 questions mapped,15
item_zero_mapping,Central Florida Preparatory School,2025-26,8272404615,Topic 4: Earth's Surface Systems,,,Science / Grade 6 — 0 of 15 questions mapped,15
item_zero_mapping,Central Florida Preparatory School,2025-26,8272404145,Topic 4: Earth's Surface Systems,,,Science / Grade 6 — 0 of 15 questions mapped,15
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.7.MAFS.7.RP.1.1,15582b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,679
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.K.3.1,MA.K.3.1,dim_standard row exists but description is NULL -> blank description in reports,405
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.9-12.MAFS.912.A-CED.1.2,15b32b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,253
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.7.MAFS.7.G.1.1,15622b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,250
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.9-12.MAFS.912.A-REI.4.10,15bf2b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,209
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.7.MAFS.7.NS.1.3,155d2b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,193
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.9-12.MAFS.912.F-IF.3.9,15ca2b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,156
null_description_code_referenced,Athenian Academy of Technology and the Arts,2024-25,,,MA.6.MAFS.6.EE.1.1,15462b67-8bad-44d4-bb62-d37ecb91f432,dim_standard row exists but description is NULL -> blank description in reports,149
