school_id,item_id,subject,grade,assessment_type,session,item_name
019eb11c-413b-7a66-a7d8-a18f14736ede,8135424020,ELA,Grade 1,Summative,2025-26,Module 4 Assessment: Better Together
019eb11c-413b-7a66-a7d8-a18f14736ede,8135424056,ELA,Grade 1,Summative,2025-26,Module 4 Assessment: Better Together
019eb11c-413b-7a66-a7d8-a18f14736ede,8135424102,ELA,Grade 1,Summative,2025-26,Module 4 Assessment: Better Together
019eb11c-413b-7a66-a7d8-a18f14736ede,8140495628,Civics,Grade 7,topic,2025-26,Topic 5: Our Constitutional Government: Join in Civil Conversations
019eb11c-413b-7a66-a7d8-a18f14736ede,8140495629,Civics,Grade 7,topic,2025-26,Topic 6: The Constitution Protects Your Rights: Defend All Rights
019eb11c-413b-7a66-a7d8-a18f14736ede,8140495691,Civics,Grade 7,topic,2025-26,Topic 5: Our Constitutional Government: Join in Civil Conversations
019eb11c-413b-7a66-a7d8-a18f14736ede,8140495693,Civics,Grade 7,Summative,2025-26,Topic 6: The Constitution Protects Your Rights: Defend All Rights
019eb11c-413b-7a66-a7d8-a18f14736ede,8140761555,History,Grade 6,topic,2025-26,Topic 5: Early Civilizations of China (1700 BCE - 220 CE)
019eb11c-413b-7a66-a7d8-a18f14736ede,8140761677,History,Grade 6,topic,2025-26,Topic 4: Early Civilizations of India (2600 BCE - 540 CE)
019eb11c-413b-7a66-a7d8-a18f14736ede,8140761678,History,Grade 6,topic,2025-26,Topic 5: Early Civilizations of China (1700 BCE - 220 CE)
019eb11c-413b-7a66-a7d8-a18f14736ede,8144719967,Math,Grade 2,Summative,2025-26,Chapter 7 Test: 2-Digit Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8144720011,Math,Grade 2,Summative,2025-26,Chapter 7 Test: 2-Digit Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8144720029,Math,Grade 2,Summative,2025-26,Chapter 7 Test: 2-Digit Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8148454828,ELA,Grade 3,Summative,2025-26,Stories on Stage: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8148454850,ELA,Grade 3,Summative,2025-26,Stories on Stage: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8148473614,ELA,Grade 5,Summative,2025-26,The American West: Weekly Assessment: Module 4 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8148473659,ELA,Grade 5,Summative,2025-26,The American West: Weekly Assessment: Module 4 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8150386807,ELA,Grade 4,Summative,2025-26,Module 3 Assessment: Rise to the Occasion
019eb11c-413b-7a66-a7d8-a18f14736ede,8150386856,ELA,Grade 4,Summative,2025-26,Module 3 Assessment: Rise to the Occasion
019eb11c-413b-7a66-a7d8-a18f14736ede,8150386893,ELA,Grade 4,Summative,2025-26,Module 3 Assessment: Rise to the Occasion
019eb11c-413b-7a66-a7d8-a18f14736ede,8152743425,Science,Grade 8,topic,2025-26,Thermal Energy
019eb11c-413b-7a66-a7d8-a18f14736ede,8152768442,Science,Grade 8,topic,2025-26,Thermal Energy
019eb11c-413b-7a66-a7d8-a18f14736ede,8154778691,HS English II,Regular 9–12,Unit,2025-26,Unit 2 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8156605106,ELA,Grade 2,Summative,2025-26,Module 3 Assessment: Meet in the Middle
019eb11c-413b-7a66-a7d8-a18f14736ede,8156605142,ELA,Grade 2,Summative,2025-26,Module 3 Assessment: Meet in the Middle
019eb11c-413b-7a66-a7d8-a18f14736ede,8156605182,ELA,Grade 2,Summative,2025-26,Module 3 Assessment: Meet in the Middle
019eb11c-413b-7a66-a7d8-a18f14736ede,8157335558,HS Geometry,Regular 9–12,topic,2025-26,Topic 3
019eb11c-413b-7a66-a7d8-a18f14736ede,8159696693,Math,Grade 5,Summative,2025-26,Chapter 7 Test: Divide Decimals
019eb11c-413b-7a66-a7d8-a18f14736ede,8159696712,Math,Grade 5,Summative,2025-26,Chapter 7 Test: Divide Decimals
019eb11c-413b-7a66-a7d8-a18f14736ede,8159775714,ELA,Grade 4,Summative,2025-26,M4 W1 Heroic Feats: Weekly Assessment: Module 4 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8159775714,ELA,Grade 4,Summative,2025-26,M4 W1 Heroic Feats: Weekly Assessment: Module 4 Week 1 12/18
019eb11c-413b-7a66-a7d8-a18f14736ede,8159775758,ELA,Grade 4,Summative,2025-26,Heroic Feats: Weekly Assessment: Module 4 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8159857646,ELA,Grade 5,Summative,2025-26,The American West: Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8159857677,ELA,Grade 5,Summative,2025-26,The American West: Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8161436131,HS English IV,Regular 9–12,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8161437456,ELA,Grade 6,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8161439965,ELA,Grade 6,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8161441039,ELA,Grade 7,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8161441556,ELA,Grade 7,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8161442182,ELA,Grade 8,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8161442468,ELA,Grade 8,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8162249855,HS Honors English II,Higher-Ed,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8162251651,HS Honors English III,Higher-Ed,Unit,2025-26,Mid year test
019eb11c-413b-7a66-a7d8-a18f14736ede,8162253672,HS Honors English IV,Higher-Ed,Unit,2025-26,Mid-Year Test
019eb11c-413b-7a66-a7d8-a18f14736ede,8164162137,Math,Grade 1,Summative,2025-26,Chapter 7 Test: Subtraction Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8164162147,Math,Grade 1,Summative,2025-26,Chapter 7 Test: Subtraction Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8164162155,Math,Grade 1,Summative,2025-26,Chapter 7 Test: Subtraction Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8164162164,Math,Grade 1,Summative,2025-26,Chapter 7 Test: Subtraction Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8166133663,Math,Grade 3,Summative,2025-26,Chapter 7 Test: Understand Division
019eb11c-413b-7a66-a7d8-a18f14736ede,8166133681,Math,Grade 3,Summative,2025-26,Chapter 7 Test: Understand Division
019eb11c-413b-7a66-a7d8-a18f14736ede,8180432402,Math,Grade 2,Summative,2025-26,Chapter 8 Test: More 2-Digit Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8188045441,History,Grade 8,topic,2025-26,Topic 4: A Constitution for the United States (1776-Present)
019eb11c-413b-7a66-a7d8-a18f14736ede,8188066941,History,Grade 8,topic,2025-26,Topic 4: A Constitution for the United States (1776-Present)
019eb11c-413b-7a66-a7d8-a18f14736ede,8195374562,HS English IV,Regular 9–12,Unit,2025-26,Unit 2 Pat 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8195374577,HS English IV,Regular 9–12,Unit,2025-26,Unit 2 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8195472161,HS Honors English III,Higher-Ed,Unit,2025-26,Unit 2 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8195472186,HS Honors English III,Higher-Ed,Unit,2025-26,Unit 2 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8198880846,ELA,Grade 8,Unit,2025-26,Unit 2 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8198880895,ELA,Grade 8,Unit,2025-26,Unit 2 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8199631447,ELA,Grade 8,Unit,2025-26,Unit 2 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8199772451,HS Honors English IV,Higher-Ed,Unit,2025-26,Unit 2 Pat 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8199772510,HS Honors English IV,Higher-Ed,Unit,2025-26,Unit 2 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8200877215,ELA,Grade 1,Summative,2025-26,"Module 5 Assessment: Now You See It, Now You Dont"
019eb11c-413b-7a66-a7d8-a18f14736ede,8200877284,ELA,Grade 1,Summative,2025-26,"Module 5 Assessment: Now You See It, Now You Dont"
019eb11c-413b-7a66-a7d8-a18f14736ede,8200877359,ELA,Grade 1,Summative,2025-26,"Module 5 Assessment: Now You See It, Now You Dont"
019eb11c-413b-7a66-a7d8-a18f14736ede,8200902444,Math,Grade 1,Summative,2025-26,Chapter 8 Test: More Addition Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8200902489,Math,Grade 1,Summative,2025-26,Chapter 8 Test: More Addition Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8200902532,Math,Grade 1,Summative,2025-26,Chapter 8 Test: More Addition Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8200902584,Math,Grade 1,Summative,2025-26,Chapter 8 Test: More Addition Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8200948721,Math,Grade 2,Summative,2025-26,Chapter 8 Test: More 2-Digit Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8200948758,Math,Grade 2,Summative,2025-26,Chapter 8 Test: More 2-Digit Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8200991999,ELA,Grade 3,Summative,2025-26,Teamwork: Weekly Assessment: Mod 5 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8200992054,ELA,Grade 3,Summative,2025-26,Teamwork: Weekly Assessment: Mod 5 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8201010981,ELA,Grade 4,Summative,2025-26,Heroic Feats: Weekly Assessment: Module 4 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8201011025,ELA,Grade 4,Summative,2025-26,Heroic Feats: Weekly Assessment: Module 4 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8201011082,ELA,Grade 4,Summative,2025-26,Heroic Feats: Weekly Assessment: Module 4 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8201067480,ELA,Grade 5,Summative,2025-26,The American West: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8201067599,ELA,Grade 5,Summative,2025-26,The American West: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8203499258,HS Physics,Higher-Ed,topic,2025-26,Investigation Assessment 2: Forces
019eb11c-413b-7a66-a7d8-a18f14736ede,8207006018,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Mod 4 Weekly Assessment: Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8207006055,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Mod 4 Weekly Assessment: Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8207006086,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Mod 4 Weekly Assessment: Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8211876460,ELA,Grade 1,Summative,2025-26,"Module 5 Assessment: Now You See It, Now You Dont"
019eb11c-413b-7a66-a7d8-a18f14736ede,8216300987,HS Algebra I,Regular 9–12,topic,2025-26,Topic 3
019eb11c-413b-7a66-a7d8-a18f14736ede,8216302399,HS Honors Algebra I,Higher-Ed,Summative,2025-26,Topic 3 Assessment A
019eb11c-413b-7a66-a7d8-a18f14736ede,8224177810,Math,Grade 4,Summative,2025-26,Chapter 6 Test: Apply Multiplication to Perimeter and Area
019eb11c-413b-7a66-a7d8-a18f14736ede,8224177837,Math,Grade 4,Summative,2025-26,Chapter 6 Test: Apply Multiplication to Perimeter and Area
019eb11c-413b-7a66-a7d8-a18f14736ede,8224177869,Math,Grade 4,Summative,2025-26,Chapter 6 Test: Apply Multiplication to Perimeter and Area
019eb11c-413b-7a66-a7d8-a18f14736ede,8224198449,Math,Grade 5,Summative,2025-26,Chapter 8 Test: Add and Subtract Fractions with Unlike Denominators
019eb11c-413b-7a66-a7d8-a18f14736ede,8224198497,Math,Grade 5,Summative,2025-26,Chapter 8 Test: Add and Subtract Fractions with Unlike Denominators
019eb11c-413b-7a66-a7d8-a18f14736ede,8224213811,ELA,Grade 3,Summative,2025-26,Teamwork: Weekly Assessment: Mod 5 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8224213850,ELA,Grade 3,Summative,2025-26,Teamwork: Weekly Assessment: Mod 5 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8224227991,ELA,Grade 4,Summative,2025-26,Heroic Feats: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8224228068,ELA,Grade 4,Summative,2025-26,Heroic Feats: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8224228133,ELA,Grade 4,Summative,2025-26,Heroic Feats: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8228272353,HS World History,Higher-Ed,Summative,2025-26,Topic 5: The Renaissance and Reformation (1300?1650)
019eb11c-413b-7a66-a7d8-a18f14736ede,8229273120,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Mod 4 Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8229273149,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Mod 4 Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8229273162,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Mod 4 Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8229307219,Math,Grade 2,Summative,2025-26,Chapter 9 Test: 2-Digit Addition and Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8229307252,Math,Grade 2,Summative,2025-26,Chapter 9 Test: 2-Digit Addition and Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8229307286,Math,Grade 2,Summative,2025-26,Chapter 9 Test: 2-Digit Addition and Subtraction
019eb11c-413b-7a66-a7d8-a18f14736ede,8231228384,ELA,Grade 5,Summative,2025-26,Project Earth: Weekly Assessment: Module 5 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8231229585,ELA,Grade 5,Summative,2025-26,Project Earth: Weekly Assessment: Module 5 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8231589034,History,Grade 8,topic,2025-26,Topic 5: The Early Republic (1789-1825)
019eb11c-413b-7a66-a7d8-a18f14736ede,8231594660,History,Grade 8,topic,2025-26,Topic 5: The Early Republic (1789-1825)
019eb11c-413b-7a66-a7d8-a18f14736ede,8231865506,Civics,Grade 7,topic,2025-26,Topic 7: Branches of the U.S. Government: Collaborate With Others
019eb11c-413b-7a66-a7d8-a18f14736ede,8231874273,Civics,Grade 7,topic,2025-26,Topic 7: Branches of the U.S. Government: Collaborate With Others
019eb11c-413b-7a66-a7d8-a18f14736ede,8235087881,Math,Grade 3,Summative,2025-26,Chapter 8 Test: Division Facts and Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8235087905,Math,Grade 3,Summative,2025-26,Chapter 8 Test: Division Facts and Strategies
019eb11c-413b-7a66-a7d8-a18f14736ede,8239057496,History,Grade 6,topic,2025-26,Topic 6: Ancient Greece (2000 BCE - 300 BCE)
019eb11c-413b-7a66-a7d8-a18f14736ede,8239060045,History,Grade 6,topic,2025-26,Topic 6: Ancient Greece (2000 BCE - 300 BCE)
019eb11c-413b-7a66-a7d8-a18f14736ede,8241746024,Math,Grade 6,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8241746925,Math,Grade 6,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8241748258,Math,Grade 7,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8241749400,Math,Grade 7,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8241880942,Algebra,Grade 8,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8241881061,Algebra,Grade 8,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8242520224,Math,Grade 1,Summative,2025-26,Chapter 9 Test: Money
019eb11c-413b-7a66-a7d8-a18f14736ede,8242520245,Math,Grade 1,Summative,2025-26,Chapter 9 Test: Money
019eb11c-413b-7a66-a7d8-a18f14736ede,8242520256,Math,Grade 1,Summative,2025-26,Chapter 9 Test: Money
019eb11c-413b-7a66-a7d8-a18f14736ede,8242520270,Math,Grade 1,Summative,2025-26,Chapter 9 Test: Money
019eb11c-413b-7a66-a7d8-a18f14736ede,8244209576,ELA,Grade 4,Summative,2025-26,Art Everywhere: Mod 5 Weekly Assessment Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8244209591,ELA,Grade 4,Summative,2025-26,Art Everywhere: Mod 5 Weekly Assessment Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8244209611,ELA,Grade 4,Summative,2025-26,Art Everywhere: Mod 5 Weekly Assessment Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8244529246,Math,Grade 4,Summative,2025-26,"Chapter 7 Test: Factors, Multiples, and Number Patterns"
019eb11c-413b-7a66-a7d8-a18f14736ede,8244529273,Math,Grade 4,Summative,2025-26,"Chapter 7 Test: Factors, Multiples, and Number Patterns"
019eb11c-413b-7a66-a7d8-a18f14736ede,8244529308,Math,Grade 4,Summative,2025-26,"Chapter 7 Test: Factors, Multiples, and Number Patterns"
019eb11c-413b-7a66-a7d8-a18f14736ede,8244629174,Math,Grade 5,Summative,2025-26,Chapter 9 Test: Add and Subtract Fractions and Mixed Numbers with Unlike Denominators
019eb11c-413b-7a66-a7d8-a18f14736ede,8244629194,Math,Grade 5,Summative,2025-26,Chapter 9 Test: Add and Subtract Fractions and Mixed Numbers with Unlike Denominators
019eb11c-413b-7a66-a7d8-a18f14736ede,8245486014,HS Geometry,Regular 9–12,topic,2025-26,Topic 4
019eb11c-413b-7a66-a7d8-a18f14736ede,8246154751,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8246154797,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8246154861,ELA,Grade 2,Summative,2025-26,Once Upon a Time: Module 4 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8247281686,HS United States History,Higher-Ed,topic,2025-26,Topic 5: World War I and the 1920s
019eb11c-413b-7a66-a7d8-a18f14736ede,8247931871,ELA,Grade 3,Summative,2025-26,Teamwork: Module 5 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8247931906,ELA,Grade 3,Summative,2025-26,Teamwork: Module 5 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8249955742,HS Physics,Higher-Ed,topic,2025-26,Investigation Assessments 3: Gravitational Forces
019eb11c-413b-7a66-a7d8-a18f14736ede,8249969314,HS Algebra I,Regular 9–12,topic,2025-26,Topic 4
019eb11c-413b-7a66-a7d8-a18f14736ede,8253258668,Civics,Grade 7,topic,2025-26,Topic 8: How Elections Work: Vote Responsibly
019eb11c-413b-7a66-a7d8-a18f14736ede,8253266377,Civics,Grade 7,topic,2025-26,Topic 8: How Elections Work: Vote Responsibly
019eb11c-413b-7a66-a7d8-a18f14736ede,8253275261,ELA,Grade 1,Summative,2025-26,Celebrate America: Mod 6 Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8253275283,ELA,Grade 1,Summative,2025-26,Celebrate America: Mod 6 Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8253275306,ELA,Grade 1,Summative,2025-26,Celebrate America: Mod 6 Weekly Assessment: Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8254068371,Science,Grade 8,Summative,2025-26,Waves and Electromagnetic Radiation
019eb11c-413b-7a66-a7d8-a18f14736ede,8254379528,ELA,Grade 5,Summative,2025-26,Project Earth: Mod 5 Weekly Assessment Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8254379563,ELA,Grade 5,Summative,2025-26,Project Earth: Mod 5 Weekly Assessment Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8255737570,ELA,Grade 8,Unit,2025-26,Unit 3 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8255770103,ELA,Grade 6,Unit,2025-26,Unit 3 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8255770520,ELA,Grade 6,Unit,2025-26,Unit 3 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8255775972,ELA,Grade 7,Unit,2025-26,Unit 3 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8255776872,ELA,Grade 7,Unit,2025-26,Unit 3 Part 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8257123641,ELA,Grade 6,Unit,2025-26,Unit 3 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8257124994,ELA,Grade 6,Unit,2025-26,Unit 3 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8257127873,ELA,Grade 7,Unit,2025-26,Unit 3 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8257130451,ELA,Grade 7,Unit,2025-26,Unit 3 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8257138829,ELA,Grade 8,Unit,2025-26,Unit 3 Part 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8257504182,Math,Grade 3,Summative,2025-26,Chapter 9 Test: Apply Multiplication and Division
019eb11c-413b-7a66-a7d8-a18f14736ede,8257504195,Math,Grade 3,Summative,2025-26,Chapter 9 Test: Apply Multiplication and Division
019eb11c-413b-7a66-a7d8-a18f14736ede,8257513470,ELA,Grade 3,Summative,2025-26,Animal Behaviors: Weekly Assessment: Mod 6 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8257513480,ELA,Grade 3,Summative,2025-26,Animal Behaviors: Weekly Assessment: Mod 6 Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8258440058,Science,Grade 8,Summative,2025-26,Waves and Electromagnetic Radiation
019eb11c-413b-7a66-a7d8-a18f14736ede,8259446640,HS Honors Algebra II,Higher-Ed,topic,2025-26,Topic 3
019eb11c-413b-7a66-a7d8-a18f14736ede,8259495227,HS Alegra II,Higher-Ed,topic,2025-26,Topic 3
019eb11c-413b-7a66-a7d8-a18f14736ede,8261346599,HS Economics,Higher-Ed,topic,2025-26,Topic 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8262076008,ELA,Grade 4,Summative,2025-26,Art Everywhere: Mod 5 Weekly Assessment Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8262076032,ELA,Grade 4,Summative,2025-26,Art Everywhere: Mod 5 Weekly Assessment Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8262076048,ELA,Grade 4,Summative,2025-26,Art Everywhere: Mod 5 Weekly Assessment Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8262227805,Math,Grade 1,Summative,2025-26,Chapter 10 Test: Addition and Subtraction Relationships
019eb11c-413b-7a66-a7d8-a18f14736ede,8262227842,Math,Grade 1,Summative,2025-26,Chapter 10 Test: Addition and Subtraction Relationships
019eb11c-413b-7a66-a7d8-a18f14736ede,8262227860,Math,Grade 1,Summative,2025-26,Chapter 10 Test: Addition and Subtraction Relationships
019eb11c-413b-7a66-a7d8-a18f14736ede,8262227865,Math,Grade 1,Summative,2025-26,Chapter 10 Test: Addition and Subtraction Relationships
019eb11c-413b-7a66-a7d8-a18f14736ede,8262250043,Math,Grade 2,Summative,2025-26,Chapter 12 Test: Time
019eb11c-413b-7a66-a7d8-a18f14736ede,8262250049,Math,Grade 2,Summative,2025-26,Chapter 12 Test: Time
019eb11c-413b-7a66-a7d8-a18f14736ede,8262250063,Math,Grade 2,Summative,2025-26,Chapter 12 Test: Time
019eb11c-413b-7a66-a7d8-a18f14736ede,8262255858,Math,Grade 3,Summative,2025-26,Chapter 10 Test: Relate Multiplication and Area
019eb11c-413b-7a66-a7d8-a18f14736ede,8262255871,Math,Grade 3,Summative,2025-26,Chapter 10 Test: Relate Multiplication and Area
019eb11c-413b-7a66-a7d8-a18f14736ede,8262266516,Math,Grade 4,Summative,2025-26,Chapter 8 Test: Fraction Equivalence
019eb11c-413b-7a66-a7d8-a18f14736ede,8262266543,Math,Grade 4,Summative,2025-26,Chapter 8 Test: Fraction Equivalence
019eb11c-413b-7a66-a7d8-a18f14736ede,8262266558,Math,Grade 4,Summative,2025-26,Chapter 8 Test: Fraction Equivalence
019eb11c-413b-7a66-a7d8-a18f14736ede,8262275994,Math,Grade 5,Summative,2025-26,Chapter 10 Test: Multiply Fractions
019eb11c-413b-7a66-a7d8-a18f14736ede,8262276017,Math,Grade 5,Summative,2025-26,Chapter 10 Test: Multiply Fractions
019eb11c-413b-7a66-a7d8-a18f14736ede,8262300500,ELA,Grade 1,Summative,2025-26,Celebrate America: Module 6 Assesment
019eb11c-413b-7a66-a7d8-a18f14736ede,8262300560,ELA,Grade 1,Summative,2025-26,Celebrate America: Module 6 Assesment
019eb11c-413b-7a66-a7d8-a18f14736ede,8262300586,ELA,Grade 1,Summative,2025-26,Celebrate America: Module 6 Assesment
019eb11c-413b-7a66-a7d8-a18f14736ede,8262300618,ELA,Grade 1,Summative,2025-26,Celebrate America: Module 6 Assesment
019eb11c-413b-7a66-a7d8-a18f14736ede,8262316401,ELA,Grade 5,Summative,2025-26,Project Earth: Module 5 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8262316454,ELA,Grade 5,Summative,2025-26,Project Earth: Module 5 Assessment
019eb11c-413b-7a66-a7d8-a18f14736ede,8264803451,History,Grade 8,topic,2025-26,Topic 6: The Age of Jackson and Westward Expansion (1824-1860)
019eb11c-413b-7a66-a7d8-a18f14736ede,8264804608,History,Grade 8,topic,2025-26,Topic 6: The Age of Jackson and Westward Expansion (1824-1860)
019eb11c-413b-7a66-a7d8-a18f14736ede,8265481913,ELA,Grade 2,Summative,2025-26,Lead the Way: Mod 5 Weekly Assessment: Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8265481933,ELA,Grade 2,Summative,2025-26,Lead the Way: Mod 5 Weekly Assessment: Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8265481949,ELA,Grade 2,Summative,2025-26,Lead the Way: Mod 5 Weekly Assessment: Week 1
019eb11c-413b-7a66-a7d8-a18f14736ede,8269373890,ELA,Grade 3,Summative,2025-26,Animal Behaviors: Weekly Assessment: Mod 6 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8269373908,ELA,Grade 3,Summative,2025-26,Animal Behaviors: Weekly Assessment: Mod 6 Week 2
019eb11c-413b-7a66-a7d8-a18f14736ede,8270674719,HS Geometry,Regular 9–12,topic,2025-26,Topic 5
019eb11c-413b-7a66-a7d8-a18f14736ede,8272404145,Science,Grade 6,topic,2025-26,Topic 4: Earth's Surface Systems
019eb11c-413b-7a66-a7d8-a18f14736ede,8272404615,Science,Grade 6,topic,2025-26,Topic 4: Earth's Surface Systems
019eb11c-413b-7a66-a7d8-a18f14736ede,8272405023,Science,Grade 7,topic,2025-26,Topic 3: Reproduction and Genetics
019eb11c-413b-7a66-a7d8-a18f14736ede,8272405389,Science,Grade 7,topic,2025-26,Topic 3: Reproduction and Genetics
